[2025-12-15 15:22:21,752]161 numexpr.utils - INFO]
[2025-12-15 15:22:24,845]59 root - INFO]
[2025-12-15 15:22:24,846]62 root - INFO]
[2025-12-15 15:22:24,850]16 root - INFO]
[2025-12-15 15:22:24,850]19 root - INFO]
[2025-12-15 15:22:24,852]23 root - INFO]
[2025-12-15 15:22:24,907]28 root - INFO]
[2025-12-15 15:22:24,907]30 root - INFO]
[2025-12-15 15:22:24,907]28 root - INFO]
[2025-12-15 15:22:24,907]30 root - INFO]
[2025-12-15 15:22:24,927]26 root - INFO]
[2025-12-15 15:22:24,927]29 root - INFO]
[2025-12-15 15:22:24,946]35 root - INFO]
