[2025-12-15 15:21:58,894]161 numexpr.utils - INFO]
[2025-12-15 15:22:04,679]59 root - INFO]
[2025-12-15 15:22:04,681]62 root - INFO]
[2025-12-15 15:22:04,689]16 root - INFO]
[2025-12-15 15:22:04,690]19 root - INFO]
[2025-12-15 15:22:04,692]23 root - INFO]
[2025-12-15 15:22:04,783]28 root - INFO]
[2025-12-15 15:22:04,785]30 root - INFO]
[2025-12-15 15:22:04,785]28 root - INFO]
[2025-12-15 15:22:04,785]30 root - INFO]
[2025-12-15 15:22:04,826]26 root - INFO]
[2025-12-15 15:22:04,826]29 root - INFO]
