[2025-12-17 15:15:50,405]161 numexpr.utils - INFO]
[2025-12-17 15:15:59,834]1025 httpx - INFO]
[2025-12-17 15:15:59,862]107 dagshub - INFO]
[2025-12-17 15:16:01,211]1025 httpx - INFO]
[2025-12-17 15:16:02,284]1025 httpx - INFO]
[2025-12-17 15:16:02,287]107 dagshub - INFO]
[2025-12-17 15:16:02,288]107 dagshub - INFO]
[2025-12-17 15:16:03,671]59 root - INFO]
[2025-12-17 15:16:03,672]62 root - INFO]
[2025-12-17 15:16:03,681]22 root - INFO]
[2025-12-17 15:16:03,682]25 root - INFO]
[2025-12-17 15:16:03,684]29 root - INFO]
[2025-12-17 15:16:03,747]28 root - INFO]
[2025-12-17 15:16:03,747]30 root - INFO]
[2025-12-17 15:16:03,747]28 root - INFO]
[2025-12-17 15:16:03,747]30 root - INFO]
[2025-12-17 15:16:03,768]32 root - INFO]
[2025-12-17 15:16:03,769]35 root - INFO]
[2025-12-17 15:16:03,787]41 root - INFO]
[2025-12-17 15:16:03,787]44 root - INFO]
